ResponseId;Q120;MainBranch;Age;Employment;RemotoWork;CodingActivities;EdLevel;LearnCode.1;LearnCode.2;LearnCode.3;LearnCode.4;LearnCode.5;LearnCode.6;LearnCode.7;LearnCode.8;LearnCodeOnline;LearnCodeCoursesCert;YearsCode;YearsCodePro;DevType;OrgSize;PurchaseInfluence;TechList;BuyNewTool;Country;Currency;CompTotal;LanguageHaveWorkedWith;LanguageWantToWorkWith.1;LanguageWantToWorkWith.2;LanguageWantToWorkWith.3;LanguageWantToWorkWith.4;LanguageWantToWorkWith.5;LanguageWantToWorkWith.6;LanguageWantToWorkWith.7;LanguageWantToWorkWith.8;LanguageWantToWorkWith.9;LanguageWantToWorkWith.10;LanguageWantToWorkWith.11;LanguageWantToWorkWith.12;LanguageWantToWorkWith.13;DatabaseHaveWorkedWith;DatabaseWantToWorkWith;PlatformHaveWorkedWith;PlatformWantToWorkWith;WebframeHaveWorkedWith;WebframeWantToWorkWith;MiscTechHaveWorkedWith;MiscTechWantToWorkWith;ToolsTechHaveWorkedWith;ToolsTechWantToWorkWith;NEWCollabToolsHaveWorkedWith;NEWCollabToolsWantToWorkWith;OpSysPersonal use;OpSysProfessional use;OfficeStackAsyncHaveWorkedWith;OfficeStackAsyncWantToWorkWith;OfficeStackSyncHaveWorkedWith;OfficeStackSyncWantToWorkWith;AISearchHaveWorkedWith;AISearchWantToWorkWith;AIDevHaveWorkedWith;AIDevWantToWorkWith;NEWSOSites;SOVisitFreq;SOAccount;SOPartFreq;SOComm;SOAI;AISelect;AISent;AIAcc;AIBen;AIToolInterested in Using;AIToolCurrently Using;AIToolNot interested in Using;AINextVery different;AINextNeither different nor similar;AINextSomewhat similar;AINextVery similar;AINextSomewhat different;TBranch;ICorPM;WorkExp;Knowledge_1;Knowledge_2;Knowledge_3;Knowledge_4;Knowledge_5;Knowledge_6;Knowledge_7;Knowledge_8;Frequency_1;Frequency_2;Frequency_3;TimeSearching;TimeAnswering;ProfessionalTech;Industry;SurveyLength;SurveyEase;ConvertedCompYearly
82692;I agree;I am a developer by profession;18-24 years old;Employed, full-time;Remoto;"Hobby;Professional development or self-paced learning from online courses;Freelance/contract work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Online Courses or Certification;School (i.e., University, College, etc);Coding Bootcamp;;;;;NA;Udemy;4;3;Developer, full-stack;10,000 or more employees;I have little or no influence;NA;Start a free trial;Brazil;"BRL	Brazilian real";60000;PHP;PHP;;;;;;;;;;;;;"Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite";"MySQL;SQLite;Supabase";"Firebase;Google Cloud;Netlify;Vercel";"Netlify;Vercel";"Drupal;Laravel;WordPress";"Drupal;Laravel;Vue.js";NA;NA;"Composer;Docker;Vite";"Composer;Docker;Vite";Visual Studio Code;Visual Studio Code;Windows;"Windows;Windows Subsystem for Linux (WSL)";"Jira;Notion";Notion;Microsoft Teams;Microsoft Teams;NA;NA;NA;NA;"Stack Overflow;Stack Exchange";A few times per week;No;NA;No, not at all;NA;No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Easy;12173
82702;I agree;I am a developer by profession;35-44 years old;Independent contractor, freelancer, or self-employed;Remoto;Bootstrapping a business;Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Online Courses or Certification;School (i.e., University, College, etc);;;;;;NA;"Other;Udemy;Pluralsight";4;2;Developer, mobile;Just me - I am a freelancer, sole proprietor, etc.;I have some influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";NA;"HTML/CSS;JavaScript;TypeScript";HTML/CSS;JavaScript;TypeScript;;;;;;;;;;;"MongoDB;PostgreSQL;Redis";"PostgreSQL;Redis";"Amazon Web Services (AWS);Cloudflare;Digital Ocean;IBM Cloud Or Watson;Netlify";"Cloudflare;Digital Ocean";"Express;Next.js;Node.js;React";"Next.js;React";"Electron;OpenGL;React Native;TensorFlow";"OpenGL;React Native";"Docker;Homebrew;npm;Vite;Yarn";"Docker;Homebrew;Nix;npm;Vite;Yarn";"Neovim;Visual Studio Code;WebStorm";Neovim;MacOS;MacOS;Notion;NA;"Discord;Google Meet;Slack;Zoom";Discord;"Bing AI;ChatGPT;Perplexity AI;Phind";"Bing AI;ChatGPT;Google Bard AI;Phind";"AWS CodeWhisperer;GitHub Copilot;Tabnine";NA;Stack Overflow;Less than once per month or monthly;Yes;I have never participated in Q&A on Stack Overflow;No, not really;Good perspective on improving quality answers;No, but I plan to soon;Favorable;NA;Neither trust nor distrust;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Easy;NA
82733;I agree;I am a developer by profession;35-44 years old;Independent contractor, freelancer, or self-employed;Remoto;"Professional development or self-paced learning from online courses;Freelance/contract work;School or academic work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Written Tutorials;Click to write Choice 20;Stack Overflow";"Codecademy;Udemy";25;22;Database administrator;20 to 99 employees;I have a great deal of influence;Investigate;"Start a free trial;Visit developer communities like Stack Overflow";Brazil;"BRL	Brazilian real";200000;"C;C#;HTML/CSS;JavaScript;Python";Go;JavaScript;Python;;;;;;;;;;;"Cassandra;Cosmos DB;Elasticsearch;MongoDB;Neo4J;Redis";"Cassandra;Cosmos DB;Couch DB;Couchbase;Elasticsearch;MongoDB;Neo4J;Redis";"Amazon Web Services (AWS);Digital Ocean;Google Cloud;Microsoft Azure";"Amazon Web Services (AWS);Google Cloud;Microsoft Azure";Node.js;Node.js;NA;NA;"Docker;Kubernetes;npm;Pip";"Docker;Kubernetes;npm;Pip";"Notepad++;Visual Studio Code";"Notepad++;Visual Studio Code";"Debian;iOS;MacOS;Red Hat;Ubuntu";"Debian;iOS;MacOS;Red Hat;Ubuntu";NA;NA;"Discord;Google Meet;Microsoft Teams;Slack;Telegram;Whatsapp";"Discord;Google Meet;Microsoft Teams;Slack;Whatsapp";ChatGPT;ChatGPT;NA;NA;Stack Overflow;A few times per month or weekly;Not sure/can't remember;NA;Yes, somewhat;Keep on;Yes;Very favorable;"Increase productivity;Speed up learning";Highly trust;;Writing code;;;;Writing code;Writing code;;Yes;Individual contributor;25;Strongly agree;Strongly agree;Agree;Strongly agree;Strongly agree;Strongly agree;Disagree;Strongly agree;1-2 times a week;1-2 times a week;1-2 times a week;15-30 minutes a day;Over 120 minutes a day;None of these;Information Services, IT, Software Development, or other Technology;Appropriate in length;Easy;40575
82739;I agree;I am a developer by profession;45-54 years old;Independent contractor, freelancer, or self-employed;Híbrido (alguns remotos, outros presenciais);Hobby;Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);;;;;;"Formal documentation provided by the owner of the tech;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Stack Overflow";NA;38;27;Developer, desktop or enterprise applications;2 to 9 employees;I have a great deal of influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have emailed me";Brazil;"BRL	Brazilian real";NA;"Delphi;SQL";Delphi;SQL;;;;;;;;;;;;"Firebird;Oracle;SQLite";"Firebird;SQLite";Amazon Web Services (AWS);Amazon Web Services (AWS);NA;NA;NA;NA;NA;NA;Notepad++;Notepad++;Windows;Windows;NA;NA;"Google Meet;Microsoft Teams;Skype;Telegram;Whatsapp;Zoom";"Google Meet;Whatsapp";NA;NA;NA;NA;Stack Overflow;Less than once per month or monthly;Yes;Less than once per month or monthly;Yes, somewhat;NA;No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Neither easy nor difficult;NA
82796;I agree;I am a developer by profession;25-34 years old;Independent contractor, freelancer, or self-employed;Remoto;"Hobby;Freelance/contract work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);;;;;;;"Formal documentation provided by the owner of the tech;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Stack Overflow";Udemy;11;8;Developer, back-end;Just me - I am a freelancer, sole proprietor, etc.;I have little or no influence;NA;"Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";115536;"Bash/Shell (all shells);Go;HTML/CSS;JavaScript;SQL;TypeScript";Go;HTML/CSS;JavaScript;SQL;;;;;;;;;;"MySQL;PostgreSQL;Redis;SQLite";"MySQL;PostgreSQL;Redis";Google Cloud;"Amazon Web Services (AWS);Google Cloud";"jQuery;React";"jQuery;React";NA;NA;"npm;Yarn";"npm;Terraform";"Nano;Notepad++;Vim;Visual Studio Code";"Nano;Vim;Visual Studio Code";"MacOS;Windows";"MacOS;Windows";"Confluence;Jira;Miro";"Confluence;Jira;Miro";"Discord;Google Chat;Google Meet;Microsoft Teams;Skype;Slack;Telegram;Whatsapp;Zoom";"Discord;Google Chat;Google Meet;Slack;Telegram;Whatsapp;Zoom";"ChatGPT;WolframAlpha";"ChatGPT;WolframAlpha";GitHub Copilot;GitHub Copilot;"Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)";A few times per week;Yes;A few times per month or weekly;Yes, definitely;Searching solutions;Yes;Very favorable;"Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding";Somewhat distrust;"Project planning;Debugging and getting help;Deployment and monitoring;Collaborating with teammates ";"Writing code;Documenting code;Testing code;Committing and reviewing code";Learning about a codebase;Documenting code;;;;"Writing code;Testing code;Committing and reviewing code";NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Neither easy nor difficult;23439
82813;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;"Hobby;Contribute to open-source projects;Freelance/contract work";Some college/university study without earning a degree;Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);Coding Bootcamp;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written-based Online Courses;Certification videos";"edX;Udemy;Coursera";4;3;Developer, front-end;100 to 499 employees;I have little or no influence;NA;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd;Research companies that have emailed me";Brazil;"BRL	Brazilian real";70000;"HTML/CSS;JavaScript;PHP;TypeScript";Dart;Go;Rust;Solidity;;;;;;;;;;MariaDB;"Firebase Realtime Database;MongoDB;PostgreSQL";"Amazon Web Services (AWS);Firebase";"Amazon Web Services (AWS);Firebase;Netlify";"Express;jQuery;Node.js;Nuxt.js;React;Vue.js;WordPress";"Angular;Fastify;NestJS;Next.js;Qwik;Remix";NA;NA;"Docker;npm;Vite;Yarn";NA;Visual Studio Code;Neovim;"Ubuntu;Windows;Windows Subsystem for Linux (WSL)";;"GitHub Discussions;Jira;Miro;Notion;Trello";NA;"Discord;Google Meet;Slack";NA;NA;NA;NA;NA;Stack Overflow;A few times per week;No;NA;No, not really;NA;No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;No;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Appropriate in length;Easy;14201
82828;I agree;I am a developer by profession;18-24 years old;Employed, full-time;Remoto;Hobby;Bachelor’s degree (B.A., B.S., B.Eng., etc.);On the job training;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;Recorded coding sessions;How-to videos;Written Tutorials;Click to write Choice 20;Stack Overflow;Programming Games";NA;10;5;Developer, game or graphics;2 to 9 employees;I have some influence;Investigate;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";144000;"C#;C++";C#;C++;Rust;;;;;;;;;;;NA;NA;NA;NA;NA;NA;.NET (5+) ;.NET (5+) ;"Unity 3D;Unreal Engine";"Unity 3D;Unreal Engine";Rider;Rider;Windows;Windows;"GitHub Discussions;Jira;Notion";"GitHub Discussions;Jira;Notion;YouTrack";"Discord;Google Meet;Slack";Discord;NA;NA;NA;NA;"Stack Overflow;Stack Exchange";A few times per week;Not sure/can't remember;NA;No, not really;NA;No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;5;Strongly agree;Strongly disagree;Agree;Agree;Agree;Strongly disagree;Disagree;Agree;Never;3-5 times a week;1-2 times a week;15-30 minutes a day;Less than 15 minutes a day;None of these;NA;Appropriate in length;Easy;29214
82874;I agree;I am a developer by profession;35-44 years old;Employed, full-time;Remoto;"Hobby;School or academic work";Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Colleague;Online Courses or Certification;On the job training;School (i.e., University, College, etc);;;;NA;"Udemy;Pluralsight;Coursera;Udacity";20;12;Developer, back-end;10,000 or more employees;I have little or no influence;NA;"Start a free trial;Ask developers I know/work with;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";160000;"Delphi;Go;Java;SQL";Go;Java;SQL;;;;;;;;;;;"Dynamodb;Firebird;MongoDB;MySQL;Redis;SQLite";"BigQuery;Dynamodb;MongoDB;MySQL;Redis;SQLite";"Amazon Web Services (AWS);Google Cloud";"Amazon Web Services (AWS);Google Cloud";"Angular;Spring Boot";"Angular;React;Spring Boot";Spring Framework;"Apache Kafka;Electron;Flutter;Hadoop;Micronaut;Pandas;RabbitMQ;Spring Framework";"Docker;Gradle;Kubernetes;Maven (build tool)";"Docker;Gradle;Kubernetes;Maven (build tool)";"Android Studio;Eclipse;Goland;IntelliJ IDEA;Notepad++;Rad Studio (Delphi, C++ Builder);Visual Studio Code";"Android Studio;Eclipse;Goland;IntelliJ IDEA;Visual Studio Code";"Android;MacOS;Windows;Windows Subsystem for Linux (WSL)";"Android;MacOS;Windows;Windows Subsystem for Linux (WSL)";"Confluence;Jira;Markdown File;Redmine;Trello";"Confluence;Jira;Markdown File;Stack Overflow for Teams;Trello";"Discord;Google Meet;Microsoft Teams;Skype;Slack;Whatsapp;Zoom";"Discord;Google Meet;Slack;Whatsapp;Zoom";NA;NA;GitHub Copilot;GitHub Copilot;"Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies)";A few times per week;Yes;Less than once per month or monthly;No, not really;Its very good. Will help us. Improve the answers.;No, but I plan to soon;Favorable;NA;Somewhat distrust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;16;Neither agree nor disagree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Neither agree nor disagree;Agree;1-2 times a week;1-2 times a week;Never;15-30 minutes a day;Less than 15 minutes a day;"DevOps function;Microservices;Automated testing;Observability tools;Developer portal or other central places to find tools/services;Continuous integration (CI) and (more often) continuous delivery;AI-assisted technology tool(s)";Retail and Consumer Services;Appropriate in length;Easy;32460
82991;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;I don’t code outside of work;Some college/university study without earning a degree;Colleague;Friend or family member;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Video-based Online Courses;Written-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Interactive tutorial";Other;10;8;Developer, QA or test;100 to 499 employees;I have little or no influence;NA;Start a free trial;Brazil;"BRL	Brazilian real";NA;Ruby;C#;;;;;;;;;;;;;"Dynamodb;Microsoft SQL Server";"Dynamodb;Microsoft SQL Server";NA;NA;NA;NA;NA;NA;NA;NA;Visual Studio Code;"Visual Studio;Visual Studio Code";Windows;"Ubuntu;Windows;Windows Subsystem for Linux (WSL)";Jira;Jira;Microsoft Teams;Microsoft Teams;NA;NA;NA;NA;"Stack Overflow;Stack Exchange";Less than once per month or monthly;Not sure/can't remember;NA;No, not really;NA;No, but I plan to soon;Indifferent;NA;Neither trust nor distrust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;10;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;15-30 minutes a day;Over 120 minutes a day;"DevOps function;Microservices;Automated testing;Continuous integration (CI) and (more often) continuous delivery";Advertising Services;Too long;Neither easy nor difficult;NA
83012;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Presencial;I don’t code outside of work;Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);;;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Books;How-to videos;Video-based Online Courses;Written Tutorials;Click to write Choice 20;Stack Overflow;Certification videos";Udemy;10;7;Developer, desktop or enterprise applications;10 to 19 employees;I have little or no influence;NA;"Start a free trial;Visit developer communities like Stack Overflow;Research companies that have advertised on sites I visit;Read ratings or reviews on third party sites like G2 Crowd;Ask a generative AI tool;Research companies that have emailed me";Brazil;"BRL	Brazilian real";60000;"Delphi;PHP;SQL;TypeScript";C++;Delphi;PHP;Python;SQL;TypeScript;;;;;;;;Firebird;Firebird;NA;NA;jQuery;Node.js;NA;NA;"Composer;npm";NA;"Android Studio;Rad Studio (Delphi, C++ Builder)";Rad Studio (Delphi, C++ Builder);"Android;Ubuntu;Windows";"Debian;Windows";NA;NA;"Discord;Telegram;Whatsapp";"Discord;Telegram;Whatsapp";ChatGPT;ChatGPT;NA;NA;Stack Overflow;Daily or almost daily;Yes;I have never participated in Q&A on Stack Overflow;Yes, somewhat;NA;Yes;Favorable;"Increase productivity;Greater efficiency";Somewhat distrust;;Writing code;;;;;;Writing code;Yes;Individual contributor;10;Agree;Agree;Disagree;Agree;Neither agree nor disagree;Strongly agree;Agree;Agree;Never;1-2 times a week;1-2 times a week;30-60 minutes a day;Over 120 minutes a day;Observability tools;NA;Appropriate in length;Easy;12173
83070;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Presencial;Professional development or self-paced learning from online courses;Bachelor’s degree (B.A., B.S., B.Eng., etc.);Books / Physical media;Colleague;Online Courses or Certification;Other online resources (e.g., videos, blogs, forum);School (i.e., University, College, etc);;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;Video-based Online Courses;Stack Overflow";Udemy;10;5;Developer, full-stack;2 to 9 employees;I have some influence;Investigate;"Start a free trial;Ask developers I know/work with;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";NA;"Bash/Shell (all shells);C#;Go;HTML/CSS;JavaScript;Kotlin;PHP;Python;SQL;VBA";Bash/Shell (all shells);Go;HTML/CSS;JavaScript;Python;SQL;;;;;;;;"Cassandra;Clickhouse;MariaDB;Microsoft Access;Microsoft SQL Server;MySQL;Oracle;PostgreSQL;Redis;SQLite;Supabase";"Cosmos DB;Couch DB;Elasticsearch;MariaDB;MongoDB;MySQL;Oracle;Redis";"Amazon Web Services (AWS);Digital Ocean;Heroku;Netlify;Render";"Amazon Web Services (AWS);IBM Cloud Or Watson;Microsoft Azure;Oracle Cloud Infrastructure (OCI)";"AngularJS;ASP.NET;CodeIgniter;Flask;jQuery;Laravel;Node.js;Vue.js";"Django;Express;FastAPI;Flask;Node.js;React";"NumPy;Opencv;RabbitMQ;Torch/PyTorch";"Flutter;NumPy;Opencv;RabbitMQ;TensorFlow;Torch/PyTorch";"Chocolatey;Docker;npm;Pip;Webpack;Yarn";"Chocolatey;Docker;Kubernetes;npm;Pip;Yarn";"Android Studio;Atom;DataGrip;Nano;Notepad++;PhpStorm;Vim;Visual Studio Code;Xcode";"DataGrip;Nano;Notepad++;PhpStorm;Vim;Visual Studio Code";"Android;Ubuntu;Windows";"Android;BSD;MacOS;Ubuntu;Windows;Other (Please Specify):";"Jira;Markdown File;Redmine;Trello";"Jira;Markdown File;Redmine";"Google Chat;Google Meet;Microsoft Teams;Skype;Telegram;Whatsapp";"Google Chat;Google Meet;Whatsapp";Bing AI;"Bing AI;ChatGPT;Google Bard AI";"AWS CodeWhisperer;GitHub Copilot";"AWS CodeWhisperer;GitHub Copilot";"Stack Overflow;Stack Exchange";Daily or almost daily;Not sure/can't remember;NA;No, not really;I think that IA in Stack Overflow, can be help to write best texts and titles, but no is a good idea to write or suggest code, because may the code is wrong.;No, but I plan to soon;Favorable;NA;Somewhat trust;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;10;Strongly agree;Neither agree nor disagree;Neither agree nor disagree;Agree;Agree;Agree;Agree;Disagree;1-2 times a week;3-5 times a week;Never;60-120 minutes a day;60-120 minutes a day;"Microservices;Observability tools;Developer portal or other central places to find tools/services;AI-assisted technology tool(s)";Information Services, IT, Software Development, or other Technology;Too long;Neither easy nor difficult;NA
83092;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;"Hobby;Bootstrapping a business;Freelance/contract work";Master’s degree (M.A., M.S., M.Eng., MBA, etc.);Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp;;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;How-to videos;Written-based Online Courses;Online challenges (e.g., daily or weekly coding challenges);Written Tutorials;Stack Overflow";"Codecademy;Udemy;Coursera";14;12;Cloud infrastructure engineer;5,000 to 9,999 employees;I have little or no influence;NA;"Start a free trial;Visit developer communities like Stack Overflow;Read ratings or reviews on third party sites like G2 Crowd";Brazil;"BRL	Brazilian real";165000;"Delphi;HTML/CSS;Java;JavaScript;PHP;PowerShell;Python;SQL";Go;Julia;Python;Rust;Scala;TypeScript;;;;;;;;"Dynamodb;Firebird;Microsoft Access;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL;SQLite";"DuckDB;Dynamodb;Elasticsearch";"Amazon Web Services (AWS);Google Cloud;Heroku;VMware";"Amazon Web Services (AWS);Cloudflare;Digital Ocean;Firebase";"Django;FastAPI;Flask;Laravel;WordPress";"Angular;FastAPI;Next.js;Node.js;React";"Apache Spark;Keras;NumPy;Opencv;Pandas;Scikit-Learn;TensorFlow";"Apache Spark;Torch/PyTorch";"Chocolatey;Docker;Homebrew;Pip";"Chocolatey;Terraform";"Atom;Code::Blocks;DataGrip;Eclipse;IntelliJ IDEA;IPython;Jupyter Notebook/JupyterLab;Netbeans;PhpStorm;PyCharm;Rad Studio (Delphi, C++ Builder);Sublime Text;Visual Studio Code;WebStorm";PyCharm;"Android;iOS;MacOS;Windows";"Ubuntu;Windows";"Confluence;Jira;Miro;Notion;Trello;Wrike";Miro;"Discord;Google Chat;Google Meet;Microsoft Teams;Skype;Slack;Telegram;Whatsapp;Zoom";Microsoft Teams;NA;NA;Tabnine;GitHub Copilot;"Stack Overflow;Stack Exchange";A few times per week;Yes;Less than once per month or monthly;No, not really;NA;No, and I don't plan to;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;Yes;Individual contributor;12;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;33475
83108;I agree;I am a developer by profession;25-34 years old;Employed, full-time;Remoto;Hobby;Some college/university study without earning a degree;Colleague;Online Courses or Certification;On the job training;Other online resources (e.g., videos, blogs, forum);Coding Bootcamp;;;;"Formal documentation provided by the owner of the tech;Blogs with tips and tricks;Recorded coding sessions;How-to videos;Video-based Online Courses;Interactive tutorial";"edX;Udemy";11;6;Engineering manager;2 to 9 employees;I have some influence;Other;"Start a free trial;Ask developers I know/work with;Other (please specify):";Brazil;"BRL	Brazilian real";162000;"HTML/CSS;JavaScript;TypeScript";HTML/CSS;JavaScript;Python;Rust;TypeScript;;;;;;;;;"Cloud Firestore;Elasticsearch";"MongoDB;PostgreSQL;Redis";"Firebase;Google Cloud";"Amazon Web Services (AWS);Digital Ocean;Google Cloud;Netlify;Vercel";"Express;Node.js;React";"Express;Fastify;NestJS;Next.js;Node.js;React";NA;NA;"Homebrew;npm;pnpm";"Cargo;Docker;Homebrew;npm;pnpm";Neovim;Neovim;MacOS;MacOS;"Jira;Miro;Notion";"Jira;Miro;Notion";"Google Meet;Slack";"Google Meet;Slack";NA;NA;Tabnine;"AWS CodeWhisperer;GitHub Copilot;Tabnine;Whispr AI";Stack Overflow;A few times per month or weekly;Yes;I have never participated in Q&A on Stack Overflow;Yes, somewhat;I think it's a great idea because can help a lot on asking the questions and give more context about it;Yes;Very favorable;"Increase productivity;Greater efficiency;Speed up learning;Improve accuracy in coding";Somewhat trust;"Learning about a codebase;Project planning;Writing code;Documenting code;Debugging and getting help;Testing code;Committing and reviewing code;Deployment and monitoring;Collaborating with teammates ";Writing code;;;;;;Writing code;Yes;People manager;6;Agree;Strongly agree;Neither agree nor disagree;Agree;Neither agree nor disagree;Agree;Strongly agree;Neither agree nor disagree;1-2 times a week;1-2 times a week;Never;60-120 minutes a day;30-60 minutes a day;"DevOps function;Microservices;Automated testing;Continuous integration (CI) and (more often) continuous delivery";Information Services, IT, Software Development, or other Technology;Appropriate in length;Easy;32866
